"PERIOD","UNI","FIELD","LEVEL","SEX","VALUE"
"2008/09","5","2","2","1","688"
"2008/09","5","2","2","2","26"
"2008/09","5","2","3","1","8"
"2008/09","5","2","5","1","55"
"2008/09","5","5","2","1","606"
"2008/09","5","5","2","2","447"
"2008/09","5","5","3","1","51"
"2008/09","5","5","3","2","31"
"2008/09","5","5","5","1","451"
"2008/09","5","5","5","2","136"
"2008/09","5","6","2","1","95"
"2008/09","5","6","2","2","186"
"2008/09","5","6","3","1","12"
"2008/09","5","6","3","2","15"
"2008/09","5","6","5","1","8"
"2008/09","5","6","5","2","12"
"2008/09","5","8","1","1","52"
"2008/09","5","8","1","2","76"
"2008/09","5","8","2","1","158"
"2008/09","5","8","2","2","202"
"2008/09","5","8","3","1","76"
"2008/09","5","8","3","2","84"
"2008/09","5","12","1","1","13"
"2008/09","5","12","1","2","35"
"2008/09","5","12","2","1","157"
"2008/09","5","12","2","2","375"
"2008/09","5","12","3","1","1"
"2008/09","5","12","3","2","3"
"2008/09","5","12","5","1","74"
"2008/09","5","12","5","2","135"
"2008/09","6","1","1","1","9"
"2008/09","6","1","2","1","179"
"2008/09","6","1","2","2","44"
"2008/09","6","2","1","1","31"
"2008/09","6","2","1","2","6"
"2008/09","6","2","2","1","365"
"2008/09","6","2","2","2","29"
"2008/09","6","2","3","1","16"
"2008/09","6","2","3","2","1"
"2008/09","6","2","5","1","35"
"2008/09","6","2","5","2","2"
"2008/09","6","5","1","1","79"
"2008/09","6","5","1","2","37"
"2008/09","6","5","2","1","464"
"2008/09","6","5","2","2","244"
"2008/09","6","5","5","1","142"
"2008/09","6","5","5","2","50"
"2008/09","6","6","1","1","7"
"2008/09","6","6","1","2","1"
"2008/09","6","6","2","1","56"
"2008/09","6","6","2","2","139"
"2008/09","6","6","3","1","1"
"2008/09","6","6","3","2","5"
"2008/09","6","8","1","1","34"
"2008/09","6","8","1","2","41"
"2008/09","6","8","2","1","35"
"2008/09","6","8","2","2","41"
"2008/09","6","8","3","1","43"
"2008/09","6","8","3","2","32"
"2008/09","6","12","1","1","5"
"2008/09","6","12","1","2","13"
"2008/09","6","12","2","1","56"
"2008/09","6","12","2","2","163"
"2008/09","6","12","5","1","4"
"2008/09","6","12","5","2","12"
"2008/09","6","14","2","1","56"
"2008/09","6","14","2","2","218"
"2008/09","7","1","1","1","23"
"2008/09","7","1","1","2","5"
"2008/09","7","1","2","1","312"
"2008/09","7","1","2","2","105"
"2008/09","7","1","3","1","5"
"2008/09","7","1","3","2","6"
"2008/09","7","1","5","1","50"
"2008/09","7","1","5","2","12"
"2008/09","7","2","1","1","74"
"2008/09","7","2","1","2","1"
"2008/09","7","2","2","1","1007"
"2008/09","7","2","2","2","57"
"2008/09","7","2","3","1","37"
"2008/09","7","2","3","2","3"
"2008/09","7","2","5","1","96"
"2008/09","7","2","5","2","1"
"2008/09","7","5","1","1","14"
"2008/09","7","5","1","2","7"
"2008/09","7","5","2","1","668"
"2008/09","7","5","2","2","533"
"2008/09","7","5","3","1","41"
"2008/09","7","5","3","2","12"
"2008/09","7","5","5","1","466"
"2008/09","7","5","5","2","123"
"2008/09","7","12","1","1","13"
"2008/09","7","12","1","2","36"
"2008/09","7","12","2","1","103"
"2008/09","7","12","2","2","282"
"2008/09","7","12","3","1","1"
"2008/09","7","12","3","2","10"
"2008/09","7","12","5","1","21"
"2008/09","7","12","5","2","18"
"2008/09","7","14","2","1","15"
"2008/09","7","14","2","2","108"
"2008/09","7","14","5","1","3"
"2008/09","7","14","5","2","15"
"2008/09","10","1","2","1","333"
"2008/09","10","1","2","2","93"
"2008/09","10","1","3","1","26"
"2008/09","10","1","3","2","14"
"2008/09","10","1","5","1","2"
"2008/09","10","2","1","1","111"
"2008/09","10","2","1","2","8"
"2008/09","10","2","2","1","1223"
"2008/09","10","2","2","2","74"
"2008/09","10","2","3","1","44"
"2008/09","10","2","5","1","137"
"2008/09","10","2","5","2","13"
"2008/09","10","3","2","1","395"
"2008/09","10","3","2","2","322"
"2008/09","10","5","1","1","14"
"2008/09","10","5","1","2","2"
"2008/09","10","5","2","1","2139"
"2008/09","10","5","2","2","1581"
"2008/09","10","5","3","1","38"
"2008/09","10","5","3","2","8"
"2008/09","10","5","5","1","480"
"2008/09","10","5","5","2","234"
"2008/09","10","6","1","1","14"
"2008/09","10","6","1","2","4"
"2008/09","10","6","2","1","252"
"2008/09","10","6","2","2","261"
"2008/09","10","6","3","1","11"
"2008/09","10","6","3","2","12"
"2008/09","10","6","5","1","24"
"2008/09","10","6","5","2","24"
"2008/09","10","8","1","1","102"
"2008/09","10","8","1","2","163"
"2008/09","10","8","2","1","199"
"2008/09","10","8","2","2","328"
"2008/09","10","8","3","1","127"
"2008/09","10","8","3","2","182"
"2008/09","10","8","5","1","40"
"2008/09","10","8","5","2","153"
"2008/09","10","11","1","1","16"
"2008/09","10","11","1","2","77"
"2008/09","10","11","2","1","68"
"2008/09","10","11","2","2","339"
"2008/09","10","11","5","1","13"
"2008/09","10","11","5","2","11"
"2008/09","10","12","2","1","144"
"2008/09","10","12","2","2","441"
"2008/09","10","12","3","1","4"
"2008/09","10","12","3","2","9"
"2008/09","10","12","5","1","1"
"2008/09","10","12","5","2","4"
"2008/09","10","13","1","1","12"
"2008/09","10","13","1","2","21"
"2008/09","10","13","2","1","28"
"2008/09","10","13","2","2","136"
"2008/09","10","13","3","1","3"
"2008/09","10","13","3","2","30"
"2008/09","10","13","5","1","111"
"2008/09","10","13","5","2","152"
"2008/09","10","14","2","1","81"
"2008/09","10","14","2","2","704"
"2008/09","10","15","1","1","152"
"2008/09","10","15","1","2","213"
"2008/09","10","15","2","1","244"
"2008/09","10","15","2","2","1104"
"2008/09","10","15","5","1","19"
"2008/09","10","15","5","2","15"
"2008/09","14","5","1","1","45"
"2008/09","14","5","1","2","30"
"2008/09","14","5","2","1","286"
"2008/09","14","5","2","2","152"
"2008/09","14","5","5","1","797"
"2008/09","14","5","5","2","155"
"2008/09","14","14","2","1","2"
"2008/09","14","14","2","2","20"
"2008/09","17","15","1","1","750"
"2008/09","17","15","1","2","812"
"2008/09","17","15","2","1","913"
"2008/09","17","15","2","2","4424"
"2008/09","17","15","3","1","355"
"2008/09","17","15","3","2","1293"
"2008/09","17","15","5","1","11"
"2008/09","17","15","5","2","13"
"2009/10","1","1","2","1","392"
"2009/10","1","1","2","2","91"
"2009/10","1","1","3","1","20"
"2009/10","1","1","3","2","8"
"2009/10","1","1","5","1","6"
"2009/10","1","1","5","2","4"
"2009/10","1","2","1","1","1"
"2009/10","1","2","2","1","936"
"2009/10","1","2","2","2","56"
"2009/10","1","2","3","1","49"
"2009/10","1","2","3","2","2"
"2009/10","1","2","5","1","273"
"2009/10","1","2","5","2","13"
"2009/10","1","3","2","1","41"
"2009/10","1","3","2","2","56"
"2009/10","1","3","3","1","9"
"2009/10","1","3","3","2","10"
"2009/10","1","4","2","1","204"
"2009/10","1","4","2","2","123"
"2009/10","1","5","2","1","573"
"2009/10","1","5","2","2","302"
"2009/10","1","5","3","1","61"
"2009/10","1","5","3","2","17"
"2009/10","1","5","5","1","110"
"2009/10","1","5","5","2","43"
"2009/10","1","6","1","2","1"
"2009/10","1","6","2","1","40"
"2009/10","1","6","2","2","105"
"2009/10","1","6","3","1","10"
"2009/10","1","6","3","2","54"
"2009/10","1","7","2","1","71"
"2009/10","1","7","2","2","21"
"2009/10","1","7","3","1","18"
"2009/10","1","7","3","2","10"
"2009/10","1","8","1","1","10"
"2009/10","1","8","1","2","16"
"2009/10","1","8","2","1","169"
"2009/10","1","8","2","2","202"
"2009/10","1","8","3","1","133"
"2009/10","1","8","3","2","144"
"2009/10","1","8","5","2","1"
"2009/10","1","12","1","1","3"
"2009/10","1","12","1","2","1"
"2009/10","1","12","2","1","66"
"2009/10","1","12","2","2","318"
"2009/10","1","12","3","1","3"
"2009/10","1","12","3","2","19"
"2009/10","1","12","5","1","46"
"2009/10","1","12","5","2","97"
"2009/10","1","14","2","1","101"
"2009/10","1","14","2","2","703"
"2009/10","3","1","1","1","11"
"2009/10","3","1","1","2","1"
"2009/10","3","1","2","1","548"
"2009/10","3","1","2","2","178"
"2009/10","3","1","3","1","34"
"2009/10","3","1","3","2","18"
"2009/10","3","1","5","1","33"
"2009/10","3","1","5","2","9"
"2009/10","3","2","1","1","71"
"2009/10","3","2","1","2","4"
"2009/10","3","2","2","1","1899"
"2009/10","3","2","2","2","157"
"2009/10","3","2","3","1","136"
"2009/10","3","2","3","2","5"
"2009/10","3","2","5","1","37"
"2009/10","3","2","5","2","5"
"2009/10","3","3","2","1","246"
"2009/10","3","3","2","2","138"
"2009/10","3","3","3","1","7"
"2009/10","3","4","2","1","24"
"2009/10","3","4","2","2","19"
"2009/10","3","5","1","1","171"
"2009/10","3","5","1","2","215"
"2009/10","3","5","2","1","2047"
"2009/10","3","5","2","2","1823"
"2009/10","3","5","3","1","64"
"2009/10","3","5","3","2","39"
"2009/10","3","5","5","1","177"
"2009/10","3","5","5","2","48"
"2009/10","3","6","1","1","1"
"2009/10","3","6","1","2","1"
"2009/10","3","6","2","1","254"
"2009/10","3","6","2","2","342"
"2009/10","3","6","3","1","41"
"2009/10","3","6","3","2","36"
"2009/10","3","6","5","1","9"
"2009/10","3","6","5","2","5"
"2009/10","3","8","1","1","96"
"2009/10","3","8","1","2","106"
"2009/10","3","8","2","1","391"
"2009/10","3","8","2","2","441"
"2009/10","3","8","3","1","254"
"2009/10","3","8","3","2","342"
"2009/10","3","8","5","1","2"
"2009/10","3","12","1","1","113"
"2009/10","3","12","1","2","299"
"2009/10","3","12","2","1","463"
"2009/10","3","12","2","2","1545"
"2009/10","3","12","3","1","17"
"2009/10","3","12","3","2","20"
"2009/10","3","12","5","1","34"
"2009/10","3","12","5","2","27"
"2009/10","3","14","1","1","8"
"2009/10","3","14","1","2","30"
"2009/10","3","14","2","1","353"
"2009/10","3","14","2","2","1897"
"2009/10","3","14","3","1","1"
"2009/10","3","14","3","2","8"
"2009/10","3","15","1","1","1"
"2009/10","3","15","1","2","16"
"2009/10","3","15","2","1","4"
"2009/10","3","15","2","2","47"
"2009/10","4","1","2","1","184"
"2009/10","4","1","2","2","72"
"2009/10","4","1","3","1","32"
"2009/10","4","1","3","2","19"
"2009/10","4","2","1","1","2"
"2009/10","4","2","2","1","909"
"2009/10","4","2","2","2","93"
"2009/10","4","2","3","1","51"
"2009/10","4","2","3","2","5"
"2009/10","4","2","5","1","181"
"2009/10","4","2","5","2","13"
"2009/10","4","3","2","1","286"
"2009/10","4","3","2","2","148"
"2009/10","4","3","3","1","23"
"2009/10","4","3","3","2","6"
"2009/10","4","3","5","1","52"
"2009/10","4","3","5","2","17"
"2009/10","4","5","1","1","5"
"2009/10","4","5","1","2","4"
"2009/10","4","5","2","1","1157"
"2009/10","4","5","2","2","625"
"2009/10","4","5","3","1","81"
"2009/10","4","5","3","2","52"
"2009/10","4","5","5","1","431"
"2009/10","4","5","5","2","200"
"2009/10","4","6","2","1","169"
"2009/10","4","6","2","2","233"
"2009/10","4","6","3","1","27"
"2009/10","4","6","3","2","46"
"2009/10","4","8","1","1","19"
"2009/10","4","8","1","2","21"
"2009/10","4","8","2","1","119"
"2009/10","4","8","2","2","171"
"2009/10","4","8","3","1","174"
"2009/10","4","8","3","2","240"
"2009/10","4","12","1","1","11"
"2009/10","4","12","1","2","10"
"2009/10","4","12","2","1","290"
"2009/10","4","12","2","2","799"
"2009/10","4","12","3","1","24"
"2009/10","4","12","3","2","28"
"2009/10","4","12","5","1","80"
"2009/10","4","12","5","2","169"
"2009/10","4","13","2","1","65"
"2009/10","4","13","2","2","153"
"2009/10","4","13","3","1","16"
"2009/10","4","13","3","2","15"
"2009/10","4","13","5","1","9"
"2009/10","4","13","5","2","11"
"2009/10","4","15","1","1","234"
"2009/10","4","15","1","2","249"
"2009/10","4","15","2","1","186"
"2009/10","4","15","2","2","892"
"2009/10","4","15","3","1","48"
"2009/10","4","15","3","2","165"
"2009/10","4","15","5","1","12"
"2009/10","4","15","5","2","71"
"2009/10","5","1","2","1","232"
"2009/10","5","1","2","2","75"
"2009/10","5","1","3","1","7"
"2009/10","5","1","5","1","14"
"2009/10","5","1","5","2","4"
"2009/10","5","2","2","1","892"
"2009/10","5","2","2","2","44"
"2009/10","5","2","3","1","16"
"2009/10","5","2","3","2","2"
"2009/10","5","2","5","1","36"
"2009/10","5","2","5","2","2"
"2009/10","5","5","2","1","732"
"2009/10","5","5","2","2","567"
"2009/10","5","5","3","1","99"
"2009/10","5","5","3","2","71"
"2009/10","5","5","5","1","503"
"2009/10","5","5","5","2","156"
"2009/10","5","6","2","1","112"
"2009/10","5","6","2","2","212"
"2009/10","5","6","3","1","26"
"2009/10","5","6","3","2","28"
"2009/10","5","6","5","1","17"
"2009/10","5","6","5","2","24"
"2009/10","5","8","2","1","148"
"2009/10","5","8","2","2","207"
"2009/10","5","8","3","1","138"
"2009/10","5","8","3","2","164"
"2009/10","5","12","1","1","2"
"2009/10","5","12","1","2","2"
"2009/10","5","12","2","1","177"
"2009/10","5","12","2","2","424"
"2009/10","5","12","3","1","2"
"2009/10","5","12","3","2","6"
"2009/10","5","12","5","1","70"
"2009/10","5","12","5","2","146"
"2009/10","6","1","1","1","5"
"2009/10","6","1","2","1","213"
"2009/10","6","1","2","2","50"
"2009/10","6","2","1","1","5"
"2009/10","6","2","2","1","456"
"2009/10","6","2","2","2","37"
"2009/10","6","2","3","1","30"
"2009/10","6","2","3","2","2"
"2009/10","6","2","5","1","32"
"2009/10","6","2","5","2","2"
"2009/10","6","5","1","1","7"
"2009/10","6","5","1","2","2"
"2009/10","6","5","2","1","535"
"2009/10","6","5","2","2","320"
"2009/10","6","5","3","1","50"
"2009/10","6","5","3","2","13"
"2009/10","6","5","5","1","138"
"2009/10","6","5","5","2","53"
"2009/10","6","6","2","1","65"
"2009/10","6","6","2","2","158"
"2009/10","6","6","3","1","3"
"2009/10","6","6","3","2","10"
"2009/10","6","8","1","1","10"
"2009/10","6","8","1","2","13"
"2009/10","6","8","2","1","34"
"2009/10","6","8","2","2","37"
"2009/10","6","8","3","1","78"
"2009/10","6","8","3","2","64"
"2009/10","6","8","5","1","2"
"2009/10","6","8","5","2","2"
"2009/10","6","12","1","1","2"
"2009/10","6","12","1","2","2"
"2009/10","6","12","2","1","49"
"2009/10","6","12","2","2","170"
"2009/10","6","12","5","1","4"
"2009/10","6","12","5","2","12"
"2009/10","6","14","2","1","87"
"2009/10","6","14","2","2","301"
"2009/10","6","14","5","1","10"
"2009/10","6","14","5","2","18"
"2009/10","6","15","1","1","20"
"2009/10","6","15","1","2","15"
"2009/10","6","15","2","1","26"
"2009/10","6","15","2","2","137"
"2009/10","6","15","3","1","50"
"2009/10","6","15","3","2","71"
"2009/10","7","1","1","1","3"
"2009/10","7","1","1","2","1"
"2009/10","7","1","2","1","312"
"2009/10","7","1","2","2","123"
"2009/10","7","1","3","1","22"
"2009/10","7","1","3","2","15"
"2009/10","7","1","5","1","47"
"2009/10","7","1","5","2","6"
"2009/10","7","2","1","1","19"
"2009/10","7","2","2","1","1040"
"2009/10","7","2","2","2","90"
"2009/10","7","2","3","1","61"
"2009/10","7","2","3","2","5"
"2009/10","7","2","5","1","140"
"2009/10","7","2","5","2","3"
"2009/10","7","5","2","1","717"
"2009/10","7","5","2","2","586"
"2009/10","7","5","3","1","60"
"2009/10","7","5","3","2","25"
"2009/10","7","5","5","1","436"
"2009/10","7","5","5","2","95"
"2009/10","7","12","1","1","2"
"2009/10","7","12","1","2","9"
"2009/10","7","12","2","1","103"
"2009/10","7","12","2","2","330"
"2009/10","7","12","3","1","3"
"2009/10","7","12","3","2","16"
"2009/10","7","12","5","1","19"
"2009/10","7","12","5","2","30"
"2009/10","7","14","2","1","19"
"2009/10","7","14","2","2","137"
"2009/10","7","14","5","1","4"
"2009/10","7","14","5","2","38"
"2009/10","10","1","2","1","356"
"2009/10","10","1","2","2","113"
"2009/10","10","1","3","1","33"
"2009/10","10","1","3","2","18"
"2009/10","10","2","1","1","50"
"2009/10","10","2","1","2","3"
"2009/10","10","2","2","1","1421"
"2009/10","10","2","2","2","104"
"2009/10","10","2","3","1","59"
"2009/10","10","2","3","2","1"
"2009/10","10","2","5","1","126"
"2009/10","10","2","5","2","14"
"2009/10","10","3","2","1","514"
"2009/10","10","3","2","2","420"
"2009/10","10","3","3","1","28"
"2009/10","10","3","3","2","19"
"2009/10","10","5","1","1","1"
"2009/10","10","5","1","2","1"
"2009/10","10","5","2","1","2431"
"2009/10","10","5","2","2","1856"
"2009/10","10","5","3","1","90"
"2009/10","10","5","3","2","38"
"2009/10","10","5","5","1","655"
"2009/10","10","5","5","2","301"
"2009/10","10","6","2","1","273"
"2009/10","10","6","2","2","262"
"2009/10","10","6","3","1","29"
"2009/10","10","6","3","2","24"
"2009/10","10","6","5","1","26"
"2009/10","10","6","5","2","45"
"2009/10","10","8","1","1","26"
"2009/10","10","8","1","2","47"
"2009/10","10","8","2","1","212"
"2009/10","10","8","2","2","336"
"2009/10","10","8","3","1","249"
"2009/10","10","8","3","2","360"
"2009/10","10","8","5","1","41"
"2009/10","10","8","5","2","164"
"2009/10","10","11","1","1","3"
"2009/10","10","11","1","2","16"
"2009/10","10","11","2","1","64"
"2009/10","10","11","2","2","337"
"2009/10","10","11","3","1","7"
"2009/10","10","11","3","2","28"
"2009/10","10","11","5","1","15"
"2009/10","10","11","5","2","14"
"2009/10","10","12","2","1","156"
"2009/10","10","12","2","2","432"
"2009/10","10","12","3","1","3"
"2009/10","10","12","3","2","14"
"2009/10","10","12","5","1","6"
"2009/10","10","12","5","2","14"
"2009/10","10","13","2","1","30"
"2009/10","10","13","2","2","135"
"2009/10","10","13","3","1","8"
"2009/10","10","13","3","2","59"
"2009/10","10","13","5","1","124"
"2009/10","10","13","5","2","233"
"2009/10","10","14","2","1","110"
"2009/10","10","14","2","2","962"
"2009/10","10","15","1","1","92"
"2009/10","10","15","1","2","127"
"2009/10","10","15","2","1","267"
"2009/10","10","15","2","2","1224"
"2009/10","10","15","3","1","28"
"2009/10","10","15","3","2","67"
"2009/10","10","15","5","1","9"
"2009/10","10","15","5","2","3"
"2009/10","14","5","1","1","1"
"2009/10","14","5","1","2","3"
"2009/10","14","5","2","1","294"
"2009/10","14","5","2","2","142"
"2009/10","14","5","5","1","879"
"2009/10","14","5","5","2","167"
"2009/10","14","14","2","1","1"
"2009/10","14","14","2","2","15"
"2009/10","15","5","2","1","5"
"2009/10","15","5","2","2","5"
"2009/10","15","5","5","1","6"
"2009/10","15","5","5","2","3"
"2009/10","17","15","1","1","828"
"2009/10","17","15","1","2","787"
"2009/10","17","15","2","1","853"
"2009/10","17","15","2","2","4398"
"2009/10","17","15","3","1","502"
"2009/10","17","15","3","2","1609"
"2009/10","17","15","5","1","18"
"2009/10","17","15","5","2","20"
"2010/11","1","1","2","1","400"
"2010/11","1","1","2","2","89"
"2010/11","1","1","3","1","34"
"2010/11","1","1","3","2","12"
"2010/11","1","1","5","1","31"
"2010/11","1","1","5","2","19"
"2010/11","1","2","2","1","941"
"2010/11","1","2","2","2","61"
"2010/11","1","2","3","1","58"
"2010/11","1","2","3","2","4"
"2010/11","1","2","5","1","302"
"2010/11","1","2","5","2","22"
"2010/11","1","3","2","1","52"
"2010/11","1","3","2","2","56"
"2010/11","1","3","3","1","13"
"2010/11","1","3","3","2","19"
"2010/11","1","4","2","1","215"
"2010/11","1","4","2","2","132"
"2010/11","1","5","2","1","592"
"2010/11","1","5","2","2","343"
"2010/11","1","5","3","1","64"
"2010/11","1","5","3","2","20"
"2010/11","1","5","5","1","130"
"2010/11","1","5","5","2","45"
"2010/11","1","6","1","2","1"
"2010/11","1","6","2","1","38"
"2010/11","1","6","2","2","109"
"2010/11","1","6","3","1","21"
"2010/11","1","6","3","2","74"
"2010/11","1","7","2","1","71"
"2010/11","1","7","2","2","27"
"2010/11","1","7","3","1","17"
"2010/11","1","7","3","2","6"
"2010/11","1","8","1","1","1"
"2010/11","1","8","1","2","2"
"2010/11","1","8","2","1","160"
"2010/11","1","8","2","2","203"
"2010/11","1","8","3","1","148"
"2010/11","1","8","3","2","177"
"2010/11","1","8","5","1","14"
"2010/11","1","8","5","2","9"
"2010/11","1","12","1","1","1"
"2010/11","1","12","2","1","72"
"2010/11","1","12","2","2","355"
"2010/11","1","12","3","1","6"
"2010/11","1","12","3","2","29"
"2010/11","1","12","5","1","40"
"2010/11","1","12","5","2","103"
"2010/11","1","14","2","1","116"
"2010/11","1","14","2","2","889"
"2010/11","1","14","3","1","3"
"2010/11","1","14","3","2","23"
"2010/11","3","1","2","1","555"
"2010/11","3","1","2","2","214"
"2010/11","3","1","3","1","38"
"2010/11","3","1","3","2","19"
"2010/11","3","1","5","1","15"
"2010/11","3","1","5","2","6"
"2010/11","3","2","1","1","2"
"2010/11","3","2","1","2","1"
"2010/11","3","2","2","1","1944"
"2010/11","3","2","2","2","171"
"2010/11","3","2","3","1","204"
"2010/11","3","2","3","2","8"
"2010/11","3","2","5","1","49"
"2010/11","3","2","5","2","7"
"2010/11","3","3","2","1","244"
"2010/11","3","3","2","2","152"
"2010/11","3","3","3","1","12"
"2010/11","3","3","3","2","4"
"2010/11","3","4","2","1","34"
"2010/11","3","4","2","2","23"
"2010/11","3","5","1","1","2"
"2010/11","3","5","2","1","2354"
"2010/11","3","5","2","2","2205"
"2010/11","3","5","3","1","79"
"2010/11","3","5","3","2","42"
"2010/11","3","5","5","1","149"
"2010/11","3","5","5","2","37"
"2010/11","3","6","2","1","276"
"2010/11","3","6","2","2","341"
"2010/11","3","6","3","1","70"
"2010/11","3","6","3","2","68"
"2010/11","3","6","5","1","9"
"2010/11","3","6","5","2","7"
"2010/11","3","8","1","1","16"
"2010/11","3","8","1","2","8"
"2010/11","3","8","2","1","413"
"2010/11","3","8","2","2","486"
"2010/11","3","8","3","1","289"
"2010/11","3","8","3","2","404"
"2010/11","3","8","5","1","1"
"2010/11","3","12","1","1","49"
"2010/11","3","12","1","2","102"
"2010/11","3","12","2","1","547"
"2010/11","3","12","2","2","1919"
"2010/11","3","12","3","1","30"
"2010/11","3","12","3","2","40"
"2010/11","3","12","5","1","40"
"2010/11","3","12","5","2","36"
"2010/11","3","14","1","1","3"
"2010/11","3","14","1","2","13"
"2010/11","3","14","2","1","373"
"2010/11","3","14","2","2","1987"
"2010/11","3","14","3","1","1"
"2010/11","3","14","3","2","23"
"2010/11","3","15","1","1","1"
"2010/11","3","15","1","2","15"
"2010/11","3","15","2","1","4"
"2010/11","3","15","2","2","67"
"2010/11","4","1","2","1","216"
"2010/11","4","1","2","2","77"
"2010/11","4","1","3","1","21"
"2010/11","4","1","3","2","11"
"2010/11","4","2","2","1","913"
"2010/11","4","2","2","2","101"
"2010/11","4","2","3","1","69"
"2010/11","4","2","3","2","5"
"2010/11","4","2","5","1","180"
"2010/11","4","2","5","2","9"
"2010/11","4","3","2","1","325"
"2010/11","4","3","2","2","149"
"2010/11","4","3","3","1","38"
"2010/11","4","3","3","2","11"
"2010/11","4","3","5","1","63"
"2010/11","4","3","5","2","25"
"2010/11","4","5","1","1","3"
"2010/11","4","5","1","2","3"
"2010/11","4","5","2","1","1119"
"2010/11","4","5","2","2","607"
"2010/11","4","5","3","1","102"
"2010/11","4","5","3","2","77"
"2010/11","4","5","5","1","445"
"2010/11","4","5","5","2","202"
"2010/11","4","6","2","1","177"
"2010/11","4","6","2","2","229"
"2010/11","4","6","3","1","30"
"2010/11","4","6","3","2","53"
"2010/11","4","8","1","1","2"
"2010/11","4","8","1","2","2"
"2010/11","4","8","2","1","128"
"2010/11","4","8","2","2","188"
"2010/11","4","8","3","1","233"
"2010/11","4","8","3","2","250"
"2010/11","4","12","1","1","7"
"2010/11","4","12","1","2","7"
"2010/11","4","12","2","1","302"
"2010/11","4","12","2","2","886"
"2010/11","4","12","3","1","27"
"2010/11","4","12","3","2","40"
"2010/11","4","12","5","1","77"
"2010/11","4","12","5","2","149"
"2010/11","4","13","2","1","75"
"2010/11","4","13","2","2","156"
"2010/11","4","13","3","1","23"
"2010/11","4","13","3","2","26"
"2010/11","4","13","5","1","20"
"2010/11","4","13","5","2","21"
"2010/11","4","15","1","1","206"
"2010/11","4","15","1","2","250"
"2010/11","4","15","2","1","234"
"2010/11","4","15","2","2","978"
"2010/11","4","15","3","1","59"
"2010/11","4","15","3","2","237"
"2010/11","4","15","5","1","16"
"2010/11","4","15","5","2","79"
"2010/11","5","1","2","1","249"
"2010/11","5","1","2","2","92"
"2010/11","5","1","3","1","23"
"2010/11","5","1","3","2","8"
"2010/11","5","1","5","1","26"
"2010/11","5","1","5","2","3"
"2010/11","5","2","2","1","1034"
"2010/11","5","2","2","2","52"
"2010/11","5","2","3","1","16"
"2010/11","5","2","3","2","2"
"2010/11","5","2","5","1","55"
"2010/11","5","2","5","2","3"
"2010/11","5","5","2","1","792"
"2010/11","5","5","2","2","640"
"2010/11","5","5","3","1","124"
"2010/11","5","5","3","2","89"
"2010/11","5","5","5","1","449"
"2010/11","5","5","5","2","170"
"2010/11","5","6","2","1","131"
"2010/11","5","6","2","2","243"
"2010/11","5","6","3","1","31"
"2010/11","5","6","3","2","28"
"2010/11","5","8","2","1","164"
"2010/11","5","8","2","2","189"
"2010/11","5","8","3","1","144"
"2010/11","5","8","3","2","183"
"2010/11","5","8","5","1","8"
"2010/11","5","8","5","2","15"
"2010/11","5","12","1","1","1"
"2010/11","5","12","2","1","176"
"2010/11","5","12","2","2","431"
"2010/11","5","12","3","1","3"
"2010/11","5","12","3","2","14"
"2010/11","5","12","5","1","71"
"2010/11","5","12","5","2","164"
"2010/11","6","1","1","1","4"
"2010/11","6","1","2","1","215"
"2010/11","6","1","2","2","61"
"2010/11","6","2","2","1","565"
"2010/11","6","2","2","2","40"
"2010/11","6","2","3","1","47"
"2010/11","6","2","3","2","5"
"2010/11","6","2","5","1","39"
"2010/11","6","2","5","2","2"
"2010/11","6","5","1","1","2"
"2010/11","6","5","1","2","1"
"2010/11","6","5","2","1","575"
"2010/11","6","5","2","2","368"
"2010/11","6","5","3","1","33"
"2010/11","6","5","3","2","12"
"2010/11","6","5","5","1","111"
"2010/11","6","5","5","2","33"
"2010/11","6","6","2","1","66"
"2010/11","6","6","2","2","172"
"2010/11","6","6","3","1","2"
"2010/11","6","6","3","2","16"
"2010/11","6","8","1","1","1"
"2010/11","6","8","2","1","34"
"2010/11","6","8","2","2","44"
"2010/11","6","8","3","1","88"
"2010/11","6","8","3","2","68"
"2010/11","6","8","5","1","14"
"2010/11","6","8","5","2","29"
"2010/11","6","12","1","1","1"
"2010/11","6","12","1","2","1"
"2010/11","6","12","2","1","46"
"2010/11","6","12","2","2","178"
"2010/11","6","12","5","1","5"
"2010/11","6","12","5","2","11"
"2010/11","6","14","2","1","95"
"2010/11","6","14","2","2","332"
"2010/11","6","14","5","1","9"
"2010/11","6","14","5","2","18"
"2010/11","6","15","1","1","13"
"2010/11","6","15","1","2","7"
"2010/11","6","15","2","1","32"
"2010/11","6","15","2","2","136"
"2010/11","6","15","3","1","48"
"2010/11","6","15","3","2","82"
"2010/11","7","1","1","1","2"
"2010/11","7","1","2","1","321"
"2010/11","7","1","2","2","151"
"2010/11","7","1","3","1","23"
"2010/11","7","1","3","2","12"
"2010/11","7","1","5","1","41"
"2010/11","7","1","5","2","4"
"2010/11","7","2","1","1","7"
"2010/11","7","2","2","1","1189"
"2010/11","7","2","2","2","142"
"2010/11","7","2","3","1","68"
"2010/11","7","2","3","2","5"
"2010/11","7","2","5","1","219"
"2010/11","7","2","5","2","7"
"2010/11","7","5","2","1","714"
"2010/11","7","5","2","2","660"
"2010/11","7","5","3","1","86"
"2010/11","7","5","3","2","53"
